,frequency,index,word
176,-5.226640595329252,176,view
177,-5.228302645573354,177,traffic
178,-5.236375062408229,178,cell
179,-5.237213871348785,179,hydrant
180,-5.23749363075752,180,plane
181,-5.2411376431991155,181,glass
182,-5.250164502801622,182,teddy
183,-5.260131835782891,183,mirror
184,-5.267312679507143,184,women
185,-5.268755056794567,185,fence
186,-5.272804816451488,186,counter
187,-5.276871043372747,187,sandwich
188,-5.308507088901868,188,orange
189,-5.312118287529841,189,different
190,-5.313626810971742,190,shirt
191,-5.315742574191106,191,horses
192,-5.318166083405162,192,wave
193,-5.318166083405162,193,another
194,-5.326389062585593,194,giraffes
195,-5.330986771834223,195,sidewalk
196,-5.335297123335345,196,lot
197,-5.342729799237866,197,tall
198,-5.345531357490488,198,tracks
199,-5.3511581306980025,199,hand
200,-5.352412836006899,200,flowers
201,-5.355241692207377,201,floor
202,-5.356816743722154,202,vase
203,-5.3606070198959355,203,stand
204,-5.366637826938247,204,parking
205,-5.369507269366199,205,cars
206,-5.372384969193814,206,baby
207,-5.396037456875436,207,racket
208,-5.407247597349047,208,being
209,-5.410236143488364,209,ground
210,-5.410901479507585,210,vegetables
211,-5.412900147727884,211,grassy
212,-5.424302015045067,212,elephants
213,-5.428018863385568,213,bananas
214,-5.434471594214696,214,off
215,-5.434812367773966,215,tower
216,-5.444057425918017,216,zebras
217,-5.444401482346665,217,day
218,-5.444745657190881,218,tie
219,-5.467727170003922,219,dirt
220,-5.469842826646376,220,full
221,-5.476927517987036,221,ready
222,-5.476927517987036,222,along
223,-5.4851374516614815,223,hill
224,-5.486572172137142,224,middle
225,-5.497035915453096,225,image
226,-5.516446889314038,226,slope
227,-5.517927274484473,227,station
228,-5.524243476051269,228,driving
229,-5.524243476051269,229,bike
230,-5.536996837204823,230,signs
231,-5.540400130336531,231,sit
232,-5.54800472972175,232,taking
233,-5.549150423946747,233,stuffed
234,-5.564941239252649,234,four
235,-5.5703908440202134,235,skiing
236,-5.5869201459714235,236,skate
237,-5.592890312957928,237,cows
238,-5.598494811214713,238,grazing
239,-5.6001018826734885,239,wine
240,-5.600906387946164,240,piece
241,-5.60534277352446,241,across
242,-5.611017697550484,242,beside
243,-5.612237953955714,243,above
244,-5.619590928260973,244,head
245,-5.620001016435676,245,luggage
246,-5.624111174297504,246,during
247,-5.626998369538835,247,snowy
248,-5.632382520048181,248,wii
249,-5.633213429942269,249,broccoli
250,-5.65040102555086,250,long
251,-5.658893645596513,251,refrigerator
252,-5.6623109919380346,252,hat
253,-5.672201418723271,253,doing
254,-5.675231068303139,254,display
255,-5.675231068303139,255,ski
256,-5.69228066162925,256,mountain
257,-5.692721675969364,257,glasses
258,-5.693604288559759,258,hanging
259,-5.6958142342105615,259,herd
260,-5.696256810008889,260,pink
261,-5.697585713858944,261,suit
262,-5.700248831278427,262,fruit
263,-5.706043364986764,263,kites
264,-5.713671851610568,264,children
265,-5.716829986425843,265,cow
266,-5.721813009194268,266,them
267,-5.726820986881426,267,holds
268,-5.729105657740409,268,cutting
269,-5.737835324940534,269,double
270,-5.740145328277739,270,buildings
271,-5.741070825798682,271,hot
272,-5.74431682911253,272,going
273,-5.747573403286249,273,camera
274,-5.753649608005542,274,corner
275,-5.7597629588108346,275,trick
276,-5.764017278628573,276,pole
277,-5.766388633782972,277,empty
278,-5.768289775039996,278,talking
279,-5.77114828103596,279,pair
280,-5.77114828103596,280,jumping
281,-5.77305850129208,281,airport
282,-5.784597090848573,282,swinging
283,-5.785564676797309,283,oven
284,-5.786533199875439,284,keyboard
285,-5.793339254344439,285,umbrellas
286,-5.794315340317494,286,watching
287,-5.795292379965321,287,track
288,-5.805115641668264,288,chairs
289,-5.809072125563339,289,posing
290,-5.811552900837102,290,looks
291,-5.811552900837102,291,stove
292,-5.818531991976493,292,boats
293,-5.8195329930610775,293,television
294,-5.829092814294236,294,smiling
295,-5.835686802173531,295,animals
296,-5.836195837562482,296,video
297,-5.836195837562482,297,colorful
298,-5.837214686351585,298,box
299,-5.83823457425233,299,topped
300,-5.841812395600214,300,traveling
301,-5.847460677625622,301,soccer
302,-5.849522534026181,302,crowd
303,-5.854695851306402,303,getting
304,-5.864075805436217,304,tv
305,-5.8672221111255825,305,door
306,-5.869325161322361,306,various
307,-5.878844006331568,307,surf
308,-5.878844006331568,308,using
309,-5.879907270652898,309,hit
310,-5.880439327063428,310,lady
311,-5.8847060002028035,311,plates
312,-5.893833580351092,312,birds
313,-5.897075074275263,313,banana
314,-5.913442051739469,314,who
315,-5.91729986859348,315,body
316,-5.924504111445327,316,dogs
317,-5.932321013336938,317,wood
318,-5.932321013336938,318,set
319,-5.939070195311866,319,all
320,-5.939070195311866,320,lots
321,-5.941330083279304,321,guy
322,-5.941330083279304,322,runway
323,-5.941895854157196,323,against
324,-5.9481405522818305,324,motorcycles
325,-5.952706770261412,325,coffee
326,-5.960748169136406,326,carrying
327,-5.964793248330214,327,someone
328,-5.967692641489217,328,skateboarder
329,-5.968273530265353,329,players
330,-5.972349227319167,330,cheese
331,-5.9746856769801875,331,river
332,-5.977027598425268,332,house
333,-5.977027598425268,333,paper
334,-5.979375017343574,334,bedroom
335,-5.9935764394497415,335,night
336,-5.996560625490069,336,waiting
337,-5.996560625490069,337,something
338,-6.000753503750105,338,bears
339,-6.002555847283965,339,restaurant
340,-6.003759216863598,340,lights
341,-6.003759216863598,341,be
342,-6.00617030905033,342,jet
343,-6.008587228655869,343,walk
344,-6.00919237239597,344,meat
345,-6.009797882556765,345,snowboard
346,-6.018924809314201,346,cup
347,-6.031225087395852,347,brick
348,-6.033083248351684,348,home
349,-6.03930217386734,349,metal
350,-6.045560016566844,350,skier
351,-6.046187960072564,351,about
352,-6.046187960072564,352,ramp
353,-6.0499639242821,353,bicycle
354,-6.053121489267421,354,remote
355,-6.0550208250710735,355,high
356,-6.057558897499544,356,decker
357,-6.06137812556654,357,shower
358,-6.075508097329525,358,racquet
359,-6.079396631069217,359,passenger
360,-6.083300344549691,360,surfer
361,-6.085911312090412,361,items
362,-6.08918463743538,362,running
363,-6.0990693966679235,363,busy
364,-6.110391528937702,364,male
365,-6.113746111083856,365,face
366,-6.11711198433896,366,line
367,-6.11711198433896,367,hands
368,-6.1293238050257255,368,lying
369,-6.132057914726193,369,preparing
370,-6.141686599845409,370,animal
371,-6.154204148547025,371,intersection
372,-6.159114716113706,372,book
373,-6.16122664931685,373,surfing
374,-6.16193161938482,374,dressed
375,-6.163343052223228,375,slice
376,-6.176136403683138,376,mouth
377,-6.176851967219932,377,cut
378,-6.178284632221427,378,rides
379,-6.181875300352155,379,pulling
380,-6.184757146727044,380,suitcase
381,-6.186201190299277,381,like
382,-6.191998307983605,382,shown
383,-6.196368307654723,383,tray
384,-6.197098501188444,384,he
385,-6.226000105261093,385,made
386,-6.226000105261093,386,scissors
387,-6.231277162361938,387,store
388,-6.235063611414441,388,zoo
389,-6.237342381865028,389,bottle
390,-6.238864452174097,390,batter
391,-6.240388842713193,391,gray
392,-6.240388842713193,392,enclosure
393,-6.2472775037083785,393,number
394,-6.251125142160449,394,screen
395,-6.259642421679329,395,bag
396,-6.274527146155753,396,donuts
397,-6.27689775177009,397,surrounded
398,-6.278481283375735,398,bridge
399,-6.279273990511973,399,sleeping
400,-6.283246979448748,400,play
401,-6.284043474911009,401,dark
402,-6.285638371580825,402,him
403,-6.287235816009982,403,knife
404,-6.288035496180546,404,half
405,-6.290438380796857,405,microwave
406,-6.293651234966182,406,kids
407,-6.297681873232351,407,row
408,-6.298489954084404,408,jacket
409,-6.299298688459256,409,look
410,-6.299298688459256,410,carrots
411,-6.305792217769804,411,tub
412,-6.3066068817659815,412,sand
413,-6.310690186745353,413,way
414,-6.318907159847633,414,silver
415,-6.3197325829238,415,decorated
416,-6.3205586878861055,416,lake
417,-6.321385475862099,417,showing
418,-6.326360610502213,418,pile
419,-6.329691171449378,419,between
420,-6.33136062091892,420,buses
421,-6.334707904378977,421,walks
422,-6.337225740371318,422,forest
423,-6.337225740371318,423,meal
424,-6.339749931867225,424,toy
425,-6.342280511032943,425,adult
426,-6.3465124259395225,426,few
427,-6.3507623260888515,427,skiers
428,-6.3507623260888515,428,lined
429,-6.354175298685091,429,colored
430,-6.361897344779001,430,cabinets
431,-6.364484668343952,431,older
432,-6.3662132772445705,432,oranges
433,-6.375774410488553,433,furniture
434,-6.375774410488553,434,boys
435,-6.378397936260937,435,purple
436,-6.387193067713765,436,swing
437,-6.388961414770506,437,mouse
438,-6.39517537173845,438,past
439,-6.397850362187752,439,girls
440,-6.406819032170514,440,kid
441,-6.409525393768256,441,cloudy
442,-6.4122390996398515,442,grey
443,-6.417688704407418,443,photograph
444,-6.4195118589689315,444,bread
445,-6.421338343494966,445,seat
446,-6.427757439355684,446,``
447,-6.428677825983012,447,throwing
448,-6.430521144477302,448,outdoor
449,-6.439789051408082,449,displayed
450,-6.4416529848461455,450,waves
451,-6.450083948134944,451,onto
452,-6.451025124675009,452,chocolate
453,-6.451025124675009,453,crossing
454,-6.461436955599941,454,can
455,-6.462388883325325,455,making
456,-6.464295461595906,456,coming
457,-6.465250115606356,457,attached
458,-6.465250115606356,458,have
459,-6.466205681852024,459,drinking
460,-6.476777620777423,460,leaning
461,-6.482591590642842,461,drink
462,-6.484537116548335,462,hair
463,-6.485511300746179,463,monitor
464,-6.488439560525267,464,cats
465,-6.493339129366426,465,dining
466,-6.494321930428333,466,fruits
467,-6.494321930428333,467,scene
468,-6.4982628222282095,468,hitting
469,-6.501228716641588,469,rocks
470,-6.502219306123283,470,seen
471,-6.505196975817208,471,apples
472,-6.508183538514958,472,lush
473,-6.509181044832083,473,fork
474,-6.5161915893183,474,shelf
475,-6.51820366243172,475,female
476,-6.5192112191920195,476,salad
477,-6.52223999485418,477,meter
478,-6.52223999485418,478,apple
479,-6.5344476744341105,479,watch
480,-6.5364968554790455,480,birthday
481,-6.541638254979464,481,office
482,-6.542669714586127,482,market
483,-6.548880914678767,483,lit
484,-6.550959917506601,484,no
485,-6.552001042015011,485,resting
486,-6.553043251593454,486,stone
487,-6.5656352332908146,487,pan
488,-6.5656352332908146,488,towards
489,-6.566691757425014,489,painted
490,-6.574118847268631,490,walls
491,-6.574118847268631,491,cross
492,-6.577318849999301,492,fries
493,-6.583749740329591,493,leaves
494,-6.586980760911038,494,rain
495,-6.590222254835208,495,sunny
496,-6.591305091974041,496,teeth
497,-6.592389102920299,497,snowboarder
498,-6.597826854220427,498,plastic
499,-6.598917961802762,499,catch
500,-6.600010261201371,500,flower
501,-6.601103755022743,501,bright
502,-6.607689947875599,502,clean
503,-6.609895020433914,503,been
504,-6.610999382776967,504,working
505,-6.610999382776967,505,public
506,-6.612104966084717,506,blanket
507,-6.614319806414269,507,setting
508,-6.622110608202037,508,dish
509,-6.624347745600394,509,beautiful
510,-6.624347745600394,510,sun
511,-6.625468193896884,511,windows
512,-6.636742270470101,512,books
513,-6.637876700540714,513,tables
514,-6.63901241900464,514,mountains
515,-6.640149428791716,515,moving
516,-6.640149428791716,516,surfboards
517,-6.648144902567914,517,police
518,-6.649292349624391,518,bikes
519,-6.649292349624391,519,pictures
520,-6.65389534969635,520,rail
521,-6.65389534969635,521,trying
522,-6.65389534969635,522,uniform
523,-6.65389534969635,523,donut
524,-6.660839822049162,524,edge
525,-6.6620019372293395,525,stopped
526,-6.669003132688323,526,clear
527,-6.6701747789852135,527,bath
528,-6.672522197903518,528,underneath
529,-6.677233631824839,529,helmet
530,-6.678414966870669,530,ride
531,-6.686723620009687,531,platform
532,-6.686723620009687,532,rock
533,-6.689110255987417,533,slices
534,-6.691502601626038,534,skateboarding
535,-6.692700924118146,535,having
536,-6.699921172091633,536,yard
537,-6.703550940142211,537,statue
538,-6.704763796567422,538,cellphone
539,-6.705978125799824,539,dress
540,-6.708411217024464,540,base
541,-6.708411217024464,541,eat
542,-6.712071989874145,542,time
543,-6.71329523161689,543,nice
544,-6.716973960474352,544,controller
545,-6.731825718610379,545,shot
546,-6.736825729027084,546,branch
547,-6.743111104842045,547,pitch
548,-6.746901381015826,548,vases
549,-6.748168005631019,549,sandy
550,-6.753250608694485,550,computers
551,-6.753250608694485,551,path
552,-6.75580163048609,552,passing
553,-6.75580163048609,553,motor
554,-6.75580163048609,554,or
555,-6.760923280606145,555,placed
556,-6.763493976109245,556,sauce
557,-6.764781806293675,557,pieces
558,-6.7660712971235455,558,''
559,-6.76865527788947,559,country
560,-6.76865527788947,560,shore
561,-6.76865527788947,561,family
562,-6.769949776452117,562,doughnut
563,-6.771245952913564,563,vehicle
564,-6.773843356971248,564,boards
565,-6.773843356971248,565,cart
566,-6.775144593329221,566,brushing
567,-6.779058492650357,567,eaten
568,-6.779058492650357,568,case
569,-6.782987770790246,569,town
570,-6.785615893196516,570,perched
571,-6.793541958468937,571,tarmac
572,-6.793541958468937,572,dinner
573,-6.794869098676999,573,cooking
574,-6.797528674712758,574,surface
575,-6.797528674712758,575,catcher
576,-6.8001953429596735,576,just
577,-6.8001953429596735,577,wet
578,-6.8082382817591345,578,nintendo
579,-6.812284140278678,579,basket
580,-6.816346434287556,580,plant
581,-6.816346434287556,581,types
582,-6.827260594468235,582,doughnuts
583,-6.828633278280208,583,pizzas
584,-6.830007848943373,584,hotel
585,-6.831384311652096,585,enjoying
586,-6.834142934091176,586,single
587,-6.834142934091176,587,trains
588,-6.834142934091176,588,toppings
589,-6.835525104318128,589,watches
590,-6.835525104318128,590,reading
591,-6.8396831144667924,591,laptops
592,-6.841072968755846,592,lap
593,-6.843858485877272,593,guys
594,-6.843858485877272,594,others
595,-6.845254159516248,595,modern
596,-6.846651783782885,596,they
597,-6.850856415064918,597,variety
598,-6.853669356441532,598,tiled
599,-6.853669356441532,599,lamp
600,-6.853669356441532,600,engine
601,-6.860736523664624,601,trucks
602,-6.865000922451081,602,performing
603,-6.865000922451081,603,multiple
604,-6.866426439442304,604,rice
605,-6.866426439442304,605,pitcher
606,-6.8692835842430835,606,jump
607,-6.8692835842430835,607,pretty
608,-6.8721489157163695,608,gathered
609,-6.8721489157163695,609,tricks
610,-6.873584666142474,610,shows
611,-6.875022480912101,611,bowls
612,-6.882242728885588,612,mounted
613,-6.883693055463235,613,appliances
614,-6.886600034254544,614,benches
615,-6.888056698751008,615,cute
616,-6.888056698751008,616,woods
617,-6.89390466863343,617,passengers
618,-6.895372020327381,618,phones
619,-6.9027412504339285,619,pen
620,-6.9042216356043635,620,five
621,-6.905704215564587,621,bathtub
622,-6.905704215564587,622,shop
623,-6.907188996832165,623,feeding
624,-6.910165189505211,624,beer
625,-6.91165661409188,625,fresh
626,-6.917644655936504,626,gear
627,-6.917644655936504,627,pasture
628,-6.922159336291031,628,post
629,-6.923668770539885,629,plants
630,-6.923668770539885,630,candles
631,-6.926694491456422,631,place
632,-6.9297293951515755,632,dirty
633,-6.937357197200463,633,railroad
634,-6.937357197200463,634,cattle
635,-6.940424684268324,635,flies
636,-6.941961963587211,636,curb
637,-6.95123560037254,637,distance
638,-6.960596043132103,638,graffiti
639,-6.960596043132103,639,fenced
640,-6.963735763136771,640,end
641,-6.966885372039666,641,drinks
642,-6.968463904332717,642,carriage
643,-6.974803069776453,643,brush
644,-6.977987785843972,644,vintage
645,-6.979583955376794,645,fly
646,-6.979583955376794,646,match
647,-6.981182676740492,647,poles
648,-6.984387807689441,648,toothbrush
649,-6.987603244543415,649,after
650,-6.987603244543415,650,containing
651,-6.990829053792297,651,chicken
652,-6.9924458690192015,652,take
653,-6.994065302571505,653,bags
654,-6.995687362943373,654,concrete
655,-6.995687362943373,655,sandwiches
656,-6.99893939832975,656,school
657,-7.002202043964568,657,below
658,-7.010405535417394,658,crowded
659,-7.012054340407579,659,left
660,-7.015360128542078,660,shoes
661,-7.018676881168071,661,planes
662,-7.020339391941686,662,bar
663,-7.0253435725262605,663,fireplace
664,-7.0270172130842905,664,pulled
665,-7.0303729209312635,665,bottles
666,-7.0320550071142485,666,center
667,-7.037118309070795,667,sliced
668,-7.037118309070795,668,tile
669,-7.037118309070795,669,dock
670,-7.038811789577128,670,steel
671,-7.040508142825306,671,sofa
672,-7.042207378578265,672,alone
673,-7.0490333436486665,673,huge
674,-7.0490333436486665,674,fridge
675,-7.054183569624982,675,right
676,-7.054183569624982,676,beds
677,-7.055906222936427,677,boxes
678,-7.059360457804516,678,skateboards
679,-7.062826665781001,679,well
680,-7.062826665781001,680,she
681,-7.062826665781001,681,pot
682,-7.064564285679543,682,takes
683,-7.064564285679543,683,striped
684,-7.066304930157326,684,neck
685,-7.066304930157326,685,trunk
686,-7.0732979656482975,686,pillows
687,-7.07857502274914,687,served
688,-7.0821085953304515,688,nearby
689,-7.085654698337203,689,catching
690,-7.085654698337203,690,control
691,-7.087432476583201,691,flat
692,-7.089213420954197,692,equipment
693,-7.092784853321794,693,bushes
694,-7.094575364095581,694,sinks
695,-7.098166032226311,695,reaching
696,-7.098166032226311,696,church
697,-7.099966212730459,697,plays
698,-7.099966212730459,698,feet
699,-7.099966212730459,699,clothes
700,-7.101769639729609,700,floating
701,-7.103576324954558,701,rack
702,-7.103576324954558,702,suitcases
703,-7.103576324954558,703,tomatoes
704,-7.107199517323979,704,dry
705,-7.110835884967363,705,giant
706,-7.116315350731988,706,atop
707,-7.118148531813649,707,putting
708,-7.118148531813649,708,foods
709,-7.11998507962095,709,pose
710,-7.11998507962095,710,airplanes
711,-7.11998507962095,711,commercial
712,-7.121825006542958,712,container
713,-7.125515047630412,713,polar
714,-7.129218755567896,714,poses
715,-7.132936231968028,715,mother
716,-7.134800165406091,716,professional
717,-7.134800165406091,717,bicycles
718,-7.136667579580886,718,including
719,-7.138538487516698,719,away
720,-7.138538487516698,720,shaped
721,-7.142290837135249,721,towel
722,-7.142290837135249,722,work
723,-7.147945894618594,723,vehicles
724,-7.149838042770632,724,space
725,-7.149838042770632,725,serving
726,-7.149838042770632,726,not
727,-7.151733777935531,727,prepares
728,-7.151733777935531,728,lone
729,-7.151733777935531,729,run
730,-7.155536063885268,730,staring
731,-7.155536063885268,731,potatoes
732,-7.155536063885268,732,dessert
733,-7.15744264215585,733,taken
734,-7.1593528624119696,734,subway
735,-7.1593528624119696,735,hay
736,-7.1593528624119696,736,smiles
737,-7.161266738594254,737,both
738,-7.161266738594254,738,wild
739,-7.167030443311004,739,cream
740,-7.167030443311004,740,serve
741,-7.170891451968464,741,surfers
742,-7.17282756099533,742,dishes
743,-7.17282756099533,743,sticking
744,-7.174767425813156,744,style
745,-7.178658481306124,745,cabinet
746,-7.178658481306124,746,legs
747,-7.186486309926369,747,arm
748,-7.19042332288571,748,breakfast
749,-7.192397657189428,749,cement
750,-7.192397657189428,750,trail
751,-7.192397657189428,751,christmas
752,-7.1983441563771535,752,lays
753,-7.200334206785163,753,asian
754,-7.202328225392028,754,show
755,-7.208334249452239,755,wire
756,-7.210344300380264,756,outdoors
757,-7.21639880928897,757,highway
758,-7.218425152434202,758,cooked
759,-7.220455609984585,759,couches
760,-7.222490198682372,760,games
761,-7.222490198682372,761,swings
762,-7.226571837002021,762,painting
763,-7.228618920623745,763,shorts
764,-7.228618920623745,764,square
765,-7.230670203394302,765,where
766,-7.230670203394302,766,backpack
767,-7.230670203394302,767,stacked
768,-7.2347854355394094,768,spoon
769,-7.23891767282432,769,pool
770,-7.245148222574956,770,reflection
771,-7.247233729065977,771,cluttered
772,-7.249323593985437,772,throw
773,-7.251417835588551,773,military
774,-7.253516472245472,774,boarding
775,-7.253516472245472,775,round
776,-7.259838937984959,776,french
777,-7.259838937984959,777,business
778,-7.264076232460475,778,soup
779,-7.268331558030614,779,drives
780,-7.270466030559247,780,docked
781,-7.270466030559247,781,toward
782,-7.272605068807996,782,blender
783,-7.28120727239066,783,assortment
784,-7.283369435395153,784,controllers
785,-7.285536283480244,785,get
786,-7.285536283480244,786,team
787,-7.285536283480244,787,hillside
788,-7.287707836993752,788,same
789,-7.2898841164163475,789,lawn
790,-7.2942509355826886,790,swimming
791,-7.2942509355826886,791,sunglasses
792,-7.300837128435544,792,go
793,-7.305252146644662,793,clocks
794,-7.307466986974214,794,adults
795,-7.307466986974214,795,garden
796,-7.309686743712527,796,van
797,-7.311911438734638,797,umpire
798,-7.318615374456829,798,wedding
799,-7.320860044310653,799,stairs
800,-7.320860044310653,800,mid
801,-7.323109764044668,801,wooded
802,-7.323109764044668,802,hotdog
803,-7.325364556431758,803,jumps
804,-7.325364556431758,804,among
805,-7.325364556431758,805,bun
806,-7.325364556431758,806,eats
807,-7.327624444399195,807,drawn
808,-7.327624444399195,808,stall
809,-7.329889451030047,809,seated
810,-7.332159599564585,810,ledge
811,-7.336715416100446,811,low
812,-7.341292083127859,812,rackets
813,-7.343588295388209,813,skies
814,-7.350508738232783,814,toddler
815,-7.352826236373145,815,flag
816,-7.352826236373145,816,shelves
817,-7.355149117789285,817,rocky
818,-7.357477407548876,818,restroom
819,-7.359811130895096,819,which
820,-7.362150313248268,820,desktop
821,-7.362150313248268,821,assorted
822,-7.366845157552476,822,rug
823,-7.366845157552476,823,onions
824,-7.366845157552476,824,event
825,-7.369200871244935,825,snowboarding
826,-7.369200871244935,826,trash
827,-7.371562147430614,827,gate
828,-7.376301492794511,828,fish
829,-7.376301492794511,829,does
830,-7.378679615199479,830,things
831,-7.378679615199479,831,pillow
832,-7.381063406554755,832,eyes
833,-7.381063406554755,833,landing
834,-7.385848104678091,834,stainless
835,-7.38824906621563,835,cups
836,-7.390655806246194,836,clouds
837,-7.390655806246194,837,land
838,-7.393068352651579,838,broken
839,-7.393068352651579,839,glove
840,-7.39548673351586,840,facing
841,-7.39548673351586,841,kitten
842,-7.400341111980659,842,flock
843,-7.40277716677854,843,foot
844,-7.40277716677854,844,ice
845,-7.405219170434091,845,closeup
846,-7.407667152072731,846,skating
847,-7.407667152072731,847,floors
848,-7.41258116687516,848,party
849,-7.415047259370354,849,before
850,-7.417519448515742,850,desert
851,-7.427469779368911,851,steps
852,-7.432482321192456,852,arms
853,-7.434998045789703,853,friends
854,-7.434998045789703,854,eggs
855,-7.437520115222412,855,doors
856,-7.440048561575772,856,cakes
857,-7.440048561575772,857,race
858,-7.442583417178959,858,trailer
859,-7.445124714607632,859,kneeling
860,-7.445124714607632,860,construction
